PassengerId,Survived
892,0.0293420691416999
893,0.33391338372898954
894,0.42754239025945096
895,0.19256742615349512
896,0.49598065200959507
897,0.21991442923846552
898,0.4811586115033749
899,0.08364684730480065
900,0.7361877411395112
901,-0.06931719984597273
902,0.07307088723689287
903,0.13621601328679084
904,0.90714011861633
905,0.2867093031273903
906,0.8645653156566298
907,0.8600050455959658
908,0.12397106027494587
909,0.12450499002647672
910,0.6251489429533801
911,0.48076517131091406
912,0.4616882564330469
913,0.4871678584302662
914,0.9984088168029416
915,0.3701735904672248
916,0.9701443279175569
917,-0.0049326426314004745
918,0.9486275890844525
919,0.1334507414095679
920,0.4567711631138679
921,0.11608193525836291
922,0.12395924796327246
923,0.0846888380960758
924,0.36515222572478506
925,0.26365714003676527
926,0.5714611649907922
927,0.152311963431026
928,0.45330167036248614
929,0.3969739438608921
930,0.06466346907272852
931,0.6499052558949594
932,0.1150717271940912
933,0.5638876353228146
934,0.060156839461277034
935,0.9166527016737168
936,1.0049720401102498
937,0.06976171080129234
938,0.3089309788108861
939,0.052261752533322714
940,1.0129248078493385
941,0.4280339518996685
942,0.2640885561297479
943,0.09891903622754361
944,0.8057328441215005
945,0.8242408009542049
946,0.11991866859339184
947,-0.025091876916468747
948,0.09811390645922718
949,0.08216196762976308
950,0.10221436157486302
951,1.0693443784550787
952,0.12440420744062006
953,0.2523817045861621
954,0.08469909934900649
955,0.681065254735818
956,0.4863498854157971
957,0.9342630181240905
958,0.7456820398301174
959,0.2474854286839436
960,0.3675424395283411
961,0.7897349101378264
962,0.7227400247440511
963,0.06509375548913632
964,0.4867089126012143
965,0.23549939736835393
966,0.9639026208880146
967,0.3798294654318868
968,0.041381166556012094
969,0.7923808472741551
970,0.14642527450274959
971,0.7227400247440511
972,0.7548604133132457
973,0.07415173168667194
974,0.30892235298995074
975,0.07307088723689287
976,0.10194600920749969
977,0.0736563922254645
978,0.8598026887299974
979,0.7418278743820651
980,0.745093392576883
981,0.8567732807255767
982,0.47848054277328306
983,0.08511446951499307
984,0.8971030137767689
985,0.041381166556012094
986,0.24774546986268045
987,0.08724657149834941
988,0.7828914801382387
989,0.0747884087947403
990,0.5250252469340657
991,0.13568304613527168
992,1.0623555494417924
993,0.12518772309764023
994,0.052261752533322714
995,0.10787086486764086
996,0.7323481634871465
997,0.07194694590036238
998,0.028740540186476704
999,0.052261752533322714
1000,0.08070150278738097
1001,0.09779993024716133
1002,0.11172456633317085
1003,0.745093392576883
1004,0.9945237979524595
1005,0.5253517127493307
1006,0.9284679954529381
1007,0.09989054977034251
1008,0.0632731160458323
1009,0.955589550364704
1010,0.45720810607670137
1011,0.8657237316122871
1012,0.9061645903451556
1013,0.053542449426944694
1014,1.1558647789834198
1015,0.0717613284997361
1016,0.052261752533322714
1017,0.6143662312687885
1018,0.07053900855123829
1019,0.7097029516798814
1020,0.11187451451973485
1021,0.10348259775700086
1022,0.2114790563710771
1023,0.125044963723642
1024,0.04014735818338627
1025,0.03666341910526427
1026,0.14069420465323668
1027,0.0679282926469495
1028,0.17078259772597051
1029,0.05118650899453869
1030,0.5102359105986866
1031,-0.003739719944344133
1032,0.03964420467444468
1033,0.9335636025310802
1034,0.33524362278004427
1035,0.12424198536697958
1036,0.5391342449209877
1037,0.1368201357664951
1038,0.27149039840511635
1039,0.10609331366128966
1040,0.5638876353228146
1041,0.14816048347964672
1042,0.9425130877428053
1043,0.10527389875500087
1044,0.09081646247927361
1045,0.36379265098903885
1046,0.04446304548370811
1047,0.07817613199220369
1048,0.8835947826786709
1049,0.5180868181808524
1050,0.5391342449209877
1051,0.4362835501119825
1052,0.73105854841533
1053,0.7309907913718919
1054,0.8332164567295459
1055,0.06537331634212612
1056,0.11187451451973485
1057,0.3540714292156457
1058,0.5161956275122406
1059,0.05876451859847465
1060,0.8544710599021783
1061,0.4247309506885652
1062,0.06864151094250809
1063,0.3049179663399724
1064,0.045860721317615816
1065,0.10202694132545465
1066,0.027776997784263957
1067,0.9084409854606089
1068,0.9291663376033913
1069,0.43333194017081444
1070,0.8068842295908047
1071,0.7885704450757285
1072,0.14642527450274959
1073,0.44176995743574876
1074,0.9231640179961927
1075,0.052261752533322714
1076,0.9455921152584619
1077,0.13994805653257328
1078,0.8937457774291894
1079,0.30130839674649657
1080,0.028088079511390973
1081,0.1255160712406107
1082,0.2139220120802916
1083,0.23764554185295197
1084,0.38037864357177126
1085,0.08530259191173356
1086,0.7146700840056042
1087,0.11569620560272459
1088,0.8265205125471851
1089,0.5212846015470509
1090,0.05220127625224541
1091,0.6976401065049898
1092,0.7782889489494715
1093,0.9587106166463228
1094,0.4286790635798196
1095,0.883817216679376
1096,0.06605292394199475
1097,0.25715198950808266
1098,0.5189703044477831
1099,0.05220127625224541
1100,0.8564660093705212
1101,0.09074706981933867
1102,0.24306052915061763
1103,0.0650979373192152
1104,0.21131432405927308
1105,0.8325628726039336
1106,0.45212043647350664
1107,0.27313506027670487
1108,0.7122497228405098
1109,0.2168183314578451
1110,0.9364759913135885
1111,0.041381166556012094
1112,0.8766066904586644
1113,0.09714756227819843
1114,0.8172010645326906
1115,0.061593257168147064
1116,0.7385212993930881
1117,0.4480166446156679
1118,0.0679282926469495
1119,0.745093392576883
1120,0.09680352756517624
1121,0.14761678851183796
1122,0.27641631212807155
1123,1.097362674750496
1124,0.11669154660357783
1125,0.04795181369767271
1126,0.4927245712322628
1127,0.0971942371088787
1128,0.3430177782397441
1129,0.18356668052621303
1130,0.9347361077354089
1131,1.0482453218313659
1132,0.787454678929993
1133,0.779242030920331
1134,0.3432745486886787
1135,0.08080453067934307
1136,0.04290444733250315
1137,0.31144911168747014
1138,0.8910388168017837
1139,0.14800368269982328
1140,0.8657237316122871
1141,0.5337981827799786
1142,0.9750957902556251
1143,0.19983174224214523
1144,0.309305958876309
1145,0.03417987940612488
1146,0.13116406194371802
1147,0.06864151094250809
1148,0.052261752533322714
1149,0.051119636070072305
1150,0.8885873956218067
1151,0.061593257168147064
1152,0.19620666349608146
1153,0.061593257168147064
1154,0.8525634542980238
1155,0.9424620257081933
1156,0.1219506585755552
1157,0.07307088723689287
1158,0.04529901523708185
1159,0.06864151094250809
1160,0.45330167036248614
1161,0.09650679385233585
1162,0.3661244531188697
1163,0.052261752533322714
1164,0.8795595574961365
1165,0.7871601729535549
1166,0.10202694132545465
1167,0.8679588352619948
1168,0.07907739112481171
1169,0.1916312047246934
1170,0.1574093353980938
1171,0.05854470777521831
1172,0.40330897933969445
1173,0.9554685141396095
1174,0.745093392576883
1175,0.807825948908928
1176,0.7111511651288646
1177,0.0466338575853536
1178,0.06864151094250809
1179,0.23880194061344562
1180,0.10202694132545465
1181,0.041381166556012094
1182,0.2859011814642485
1183,0.4314103603128425
1184,0.10202694132545465
1185,0.25899534978238553
1186,0.10219515610519941
1187,0.11137136318863011
1188,0.9048748546355814
1189,0.11608193525836291
1190,0.2940328966898194
1191,0.09227326949179737
1192,0.19149221583853
1193,0.10388435642139054
1194,0.0588009497478828
1195,0.0105789006287349
1196,0.745093392576883
1197,0.754003033958013
1198,0.1954643401245308
1199,0.997376816796362
1200,0.2250715423115943
1201,0.3706847776678684
1202,0.08435495674053123
1203,0.1334507414095679
1204,0.06864151094250809
1205,0.47934927075412664
1206,0.9572739809714014
1207,0.7303083411288827
1208,0.3351853351929248
1209,0.11543810641780688
1210,0.24200623348164288
1211,0.08635183571180943
1212,0.10787086486764086
1213,0.15015830435667907
1214,0.05118650899453869
1215,0.6018425479562334
1216,0.8813411064761497
1217,0.10402274557897295
1218,0.7783396106219596
1219,0.3411903678533901
1220,0.1483265438120043
1221,0.05534927911404702
1222,0.8137976173675506
1223,0.3983921381631687
1224,0.10202694132545465
1225,0.7271972514314666
1226,0.2455067318026322
1227,0.2457772570785229
1228,0.2523817045861621
1229,-0.014147096723729102
1230,0.21421939910891685
1231,0.10202694132545465
1232,0.11866815062516772
1233,0.11228959164498614
1234,0.10727289552973457
1235,1.0761565197428518
1236,0.08344830136949627
1237,0.5773148782422655
1238,0.05118650899453869
1239,0.5260638411583044
1240,0.05795159897416535
1241,1.0110011921599302
1242,0.893513921103497
1243,0.06605292394199475
1244,0.16378247724015996
1245,0.2634372141377924
1246,0.7443828035707127
1247,0.14117393531970573
1248,0.897631183782683
1249,0.08080453067934307
1250,0.052261752533322714
1251,0.5785775235272604
1252,0.005902151700624636
1253,0.897042717602846
1254,1.0110011921599302
1255,0.19256742615349512
1256,1.0773294031124214
1257,0.17225243873265755
1258,0.0736563922254645
1259,0.40383502198965154
1260,0.9101043052982807
1261,0.1271751619765461
1262,0.05661454295010104
1263,1.0605394717518273
1264,0.054717105585593284
1265,0.09211526706285483
1266,0.8964032854081407
1267,0.9636114698929187
1268,0.3919076148989319
1269,0.05280625661768129
1270,0.2237177118411231
1271,0.6310563523472956
1272,0.052261752533322714
1273,0.07070820905032049
1274,0.47641968751063835
1275,0.5351352135096501
1276,0.13829355927717857
1277,0.849944692166113
1278,0.0679282926469495
1279,0.09381918280849366
1280,0.028740540186476704
1281,0.24472610097764638
1282,0.26344004785804176
1283,0.8741872475759829
1284,0.3931321703241013
1285,0.11108444954988356
1286,-0.05339644562730145
1287,0.9081501579414574
1288,0.06433411292926433
1289,1.058726443031428
1290,0.07053900855123829
1291,0.041096616884261306
1292,0.895287313155243
1293,0.1752141019808118
1294,0.9652179732792362
1295,0.23534642274487186
1296,0.25631257878522073
1297,0.1113707087887369
1298,0.05600956258466516
1299,0.3682458474976943
1300,0.669380747481436
1301,0.9255511264000574
1302,0.745093392576883
1303,0.9630287681884434
1304,0.5075004075760109
1305,0.041381166556012094
1306,0.9600075295840161
1307,0.027561243413039505
1308,0.041381166556012094
1309,0.1925390992158504
